,WinGoldDiff,WinKP,WinDP,WinGoldShare,WinDmgShare,WinDmgRate,WinCSRate,WinTime,WinningestChampion,LoseGoldDiff,LoseKP,LoseDP,LoseGoldShare,LoseDmgShare,LoseDmgRate,LoseCSRate,LoseTime,LosingestChampion
0ld Farmer,861.3333333333334,46.58625000000001,18.94125,19.429166666666667,19.03625,574.4791666666666,2.2170833333333335,30.69875,141,-2870.1666666666665,50.72222222222222,17.50222222222222,20.674444444444443,16.323333333333334,417.6922222222222,2.081666666666667,30.226111111111113,421
asdfdragin,846.2727272727273,52.82681818181818,21.966363636363635,14.360454545454543,10.799090909090909,347.6613636363636,0.48272727272727267,30.810000000000002,99,-1877.5,51.736666666666665,20.348333333333333,14.598333333333333,10.414444444444445,273.04777777777775,0.5038888888888889,31.06611111111111,16
Zercuits,804.8148148148148,55.86148148148148,19.83555555555556,15.434074074074076,12.504814814814814,376.81370370370365,1.5855555555555556,30.157407407407412,16,-2441.03125,51.45,18.8346875,17.1090625,14.339375,367.765,2.9725,30.0371875,16
YouAreCool,1383.3333333333333,49.44666666666666,25.287142857142857,20.52095238095238,22.277619047619048,626.7842857142857,4.015714285714286,29.601428571428567,245,-1993.1304347826087,47.643478260869564,18.391304347826086,21.649130434782613,23.26913043478261,599.3321739130434,4.085217391304347,30.343913043478263,112
iGotMyCigarBack,1658.8292682926829,43.304390243902446,23.534146341463416,18.921219512195123,18.60268292682927,576.6987804878048,4.195365853658537,29.298780487804876,18,-1279.032258064516,47.656129032258065,19.473870967741934,19.284193548387094,19.444193548387098,508.1025806451613,3.866774193548388,28.35806451612903,350
Ambitiouss,3327.3928571428573,57.32571428571429,21.37964285714285,22.631785714285716,22.506071428571428,692.3971428571429,2.5300000000000002,30.17107142857143,120,-1448.857142857143,50.868095238095236,22.316666666666666,20.885714285714283,22.481428571428573,555.0242857142857,2.939523809523809,28.267619047619043,120
TurkeyBrainTeam,2583.064516129032,51.399354838709684,17.815483870967743,21.802258064516128,22.499999999999996,664.1129032258065,3.4899999999999998,28.36290322580645,104,-1719.2,54.318999999999996,20.3825,20.935499999999998,22.052999999999997,558.7175,3.466000000000001,30.332,21
evangelicalfox,62.375,40.155,17.28125,19.83375,18.24,555.15875,5.80125,29.20375,81,-2946.6666666666665,36.33,20.844166666666666,19.538333333333334,16.89166666666667,465.0391666666667,4.799166666666667,29.582499999999996,517
YourMomJejuDiver,3677.44,50.0044,17.7132,23.456799999999998,26.945999999999998,857.1084,6.254000000000001,29.194399999999995,84,517.1538461538462,43.610769230769236,17.982307692307693,22.954615384615387,24.62923076923077,603.6684615384615,5.69923076923077,29.759999999999994,517
Milkis90,3259.75,52.4105,21.566499999999998,20.166,22.180500000000002,694.7315,3.804,27.851,238,-2245.1,48.6,22.206,21.642,22.815999999999995,586.222,4.338,26.734,145
Wheelchair JG,1104.6666666666667,48.90888888888889,18.873333333333335,19.23148148148148,18.22740740740741,576.0007407407408,3.2092592592592593,30.07296296296296,266,-2352.8636363636365,53.08727272727273,20.55,20.03954545454545,19.921363636363637,504.1931818181818,3.0759090909090903,30.89818181818181,266
luislegendary,772.0,47.343571428571416,10.950000000000001,16.527857142857147,12.05142857142857,372.8614285714285,1.0307142857142857,28.76,267,-1324.7777777777778,49.56666666666667,15.491666666666667,17.968333333333334,15.120000000000001,376.8872222222222,0.9099999999999999,30.447222222222226,9
272727272727,3103.3333333333335,66.58333333333334,19.205000000000002,22.983333333333334,23.529999999999998,747.965,3.93,31.686666666666664,2,-3308.8,33.129999999999995,21.106,19.052,17.714,414.32399999999996,3.814,28.022000000000002,2
dapdapada,3104.5,52.108000000000004,24.097,23.0345,29.939999999999998,882.275,6.262500000000001,28.9885,157,-915.4545454545455,51.27636363636362,20.582727272727276,23.313636363636363,25.015454545454542,627.8990909090909,6.048181818181818,29.91181818181818,7
1ced americano,719.551724137931,48.91620689655173,22.06896551724138,18.90965517241379,19.03206896551724,614.8079310344827,3.0337931034482764,30.909655172413785,54,-2808.85,44.81325,23.554,19.143250000000002,19.3945,475.217,3.132,29.383500000000005,54
The Game Killer,3801.9655172413795,50.46137931034483,20.908620689655173,25.058965517241383,28.61344827586207,974.6417241379309,6.26896551724138,28.866206896551724,157,1270.5,55.675000000000004,24.666875,24.99875,26.401874999999997,699.335625,5.233124999999999,29.934375000000003,157
Blkguy,1432.076923076923,46.06205128205129,15.337948717948716,20.0525641025641,14.59128205128205,428.52179487179495,2.2664102564102566,28.634615384615383,48,-1674.939393939394,52.10757575757576,18.403636363636362,21.52,18.91939393939394,466.4890909090909,3.0399999999999996,28.91787878787879,48
Bballskilliz,1571.75,54.625,20.0075,19.5875,14.585,455.5225,1.145,31.637500000000003,59,-2239.5555555555557,46.28888888888889,20.87666666666667,18.49,14.673333333333334,392.63222222222225,1.0455555555555556,28.453333333333333,141
xPinkPlatypus,1631.7142857142858,45.050000000000004,14.27142857142857,19.641428571428573,17.474285714285717,630.26,4.9957142857142856,32.35,498,-3084.8333333333335,45.649166666666666,15.222499999999998,18.448333333333334,17.98833333333333,409.1175,4.559166666666667,31.572499999999994,54
Olath Quortek,-727.625,45.693749999999994,23.50375,16.472499999999997,13.01875,428.51,1.98,30.88875,14,-4761.125,49.67125,24.096249999999998,18.6425,15.2175,400.34375,1.84625,30.40625,14
Souleater2,2845.181818181818,48.556363636363635,24.623181818181816,21.185000000000002,24.513636363636365,704.8063636363637,5.709545454545455,27.425,21,-725.3846153846154,51.40307692307692,20.305384615384618,22.75,23.75846153846154,763.0292307692307,5.532307692307692,34.77846153846154,21
Bimba,439.1666666666667,52.650000000000006,15.828333333333333,17.066666666666666,12.891666666666667,413.5333333333333,1.843333333333333,30.790000000000003,154,-2930.5555555555557,42.89000000000001,21.08888888888889,18.052222222222223,17.076666666666668,396.71777777777777,2.431111111111111,26.97888888888889,875
Gen Blood Sword,1386.5333333333333,43.924666666666674,23.629666666666665,20.232000000000003,20.107666666666667,651.728,4.595333333333333,31.136666666666667,2,-2049.057142857143,40.57257142857143,23.282,20.296285714285716,21.802571428571433,523.9794285714286,5.168000000000001,27.946285714285718,91
sophonows,424.7878787878788,43.626666666666665,20.233030303030304,18.05060606060606,15.599999999999998,457.0590909090909,3.805151515151515,29.744545454545456,51,-2107.731707317073,48.65853658536586,17.864390243902434,19.115609756097562,16.31341463414634,412.860487804878,4.345365853658536,31.23048780487805,51
flystealthy,1621.3255813953488,45.93302325581396,24.783953488372088,20.96,22.072093023255814,700.9086046511628,5.558837209302326,30.01627906976744,51,-2452.969696969697,49.29424242424243,21.34424242424242,21.650909090909092,21.773636363636367,586.8387878787879,5.20030303030303,30.628484848484845,22
SpecialKthe2nd,2842.7608695652175,52.24347826086956,20.577391304347824,22.393913043478257,26.016521739130436,772.5358695652175,5.087391304347825,30.14282608695652,45,-1294.2631578947369,59.6321052631579,17.80157894736842,22.733684210526317,27.57315789473684,711.327894736842,5.181052631578948,33.55842105263158,45
Princess Buppa,554.3076923076923,56.39410256410256,13.387435897435898,15.903589743589745,12.396923076923077,352.22717948717946,1.75974358974359,31.51794871794872,350,-1852.3684210526317,51.840263157894746,15.138421052631577,17.360000000000003,15.400263157894734,370.57631578947365,2.437894736842105,30.389999999999997,202
StevcPwYc,2406.913043478261,47.310869565217395,16.203043478260867,21.34521739130435,17.821739130434786,568.3213043478262,3.361739130434783,30.001304347826085,35,-1617.1875,43.5025,20.700000000000003,20.781875,19.783749999999998,546.914375,3.3899999999999997,29.871249999999996,17
Comin to my bowl,645.7368421052631,38.46473684210527,24.515789473684208,17.85578947368421,15.407368421052633,451.6578947368421,3.434736842105263,27.387894736842107,86,-2426.782608695652,42.07565217391304,22.84391304347826,18.245652173913044,15.968260869565219,412.30782608695654,3.606086956521739,29.063913043478262,86
Schtroumpfs rose,1085.8461538461538,46.83307692307692,13.797692307692309,22.34461538461538,26.476153846153846,796.9646153846154,7.480769230769231,26.553846153846152,1,-5.5,30.36,12.205,22.39,25.979999999999997,654.495,7.6899999999999995,24.41,1
Nashi3,418.8333333333333,50.458333333333336,22.103333333333335,15.026666666666666,12.428333333333335,370.83166666666665,1.4116666666666668,26.221666666666664,117,-1556.2,50.160000000000004,21.588,16.054,15.772,420.16999999999996,1.762,31.981999999999992,99
Vile Samsquanch,1359.7894736842106,51.47157894736842,11.842631578947367,19.960000000000004,16.756315789473685,520.2668421052631,1.2326315789473685,31.092105263157894,9,-2019.1818181818182,48.9609090909091,15.780909090909091,20.125000000000004,16.812272727272724,457.8040909090909,1.426363636363636,32.10909090909091,9
Ya Boi Ricardo,2630.4,60.773,16.592,17.356,15.421000000000001,504.764,1.383,34.517,111,-1636.875,53.6325,20.5325,17.04,11.615,295.61875,1.3912500000000003,27.97625,497
EatNoobs24seven,2198.4545454545455,46.53090909090909,23.49939393939394,21.203030303030303,22.625151515151515,763.9445454545454,5.015151515151515,31.7869696969697,875,-1398.7666666666667,47.74433333333333,22.058666666666667,21.649,24.038333333333338,618.0736666666667,5.134333333333332,29.349,875
Yobamanos,1679.375,39.745000000000005,15.833125,20.586875,20.943125000000002,593.574375,6.399375,28.103749999999998,58,-546.44,45.0516,17.9592,21.8404,24.696800000000003,671.8616000000001,5.725600000000001,31.5588,126
TheFunkyFerret,2565.59375,53.575312499999995,17.9728125,21.50125,22.8015625,649.9728125,4.891562499999999,28.7146875,67,-1659.4583333333333,51.65625,16.825416666666666,21.562083333333334,21.617916666666662,561.015,4.89875,30.359583333333333,67
Poseidonus,1235.0232558139535,49.58395348837209,22.15860465116279,16.096511627906978,13.54093023255814,413.91976744186053,1.6886046511627903,29.57372093023256,267,-1689.9642857142858,53.94035714285714,18.649285714285718,16.25642857142857,12.225357142857144,298.3789285714286,1.4628571428571426,28.701428571428572,267
uwugene,1881.388888888889,52.51555555555556,23.332222222222224,20.704444444444444,25.052222222222223,740.8288888888889,5.390555555555555,26.80777777777778,80,-1848.9565217391305,48.66565217391304,19.98391304347826,21.450869565217396,25.92434782608695,636.2682608695653,5.068695652173912,27.96391304347826,80
Saint Cyr,1671.0526315789473,65.22157894736843,12.657894736842104,15.225263157894735,11.933157894736842,382.7536842105263,0.74,31.417368421052636,350,-1204.857142857143,57.73238095238095,15.763809523809524,15.336190476190476,12.988095238095237,288.61238095238093,0.8261904761904763,28.374761904761904,497
Yàtõ,2724.05,52.4505,14.353,21.9635,21.282500000000006,611.7774999999999,2.642,29.325,77,-1254.25,42.276250000000005,21.476875,20.314999999999998,22.07875,522.298125,4.273125,29.464374999999997,75
Airborne Ornn,1959.6666666666667,52.85,18.276666666666667,20.38,18.513333333333332,609.8483333333334,4.206666666666667,31.475000000000005,27,-1941.142857142857,52.987142857142864,17.102857142857143,20.45,17.732857142857146,385.1685714285714,3.27,29.487142857142857,32
MasterBustin,2618.1052631578946,55.48736842105263,26.367631578947364,22.08657894736842,24.216052631578947,782.3063157894736,4.9223684210526315,30.430789473684207,67,-975.5,56.53153846153846,22.330000000000002,20.86846153846154,24.174999999999997,653.6226923076924,3.8419230769230768,30.79769230769231,67
XiRho,369.6666666666667,56.39,25.74,20.797777777777778,18.89333333333333,533.0511111111111,3.301111111111111,31.196666666666665,4,-1511.8333333333333,53.655,21.88666666666667,21.95583333333333,20.43,516.3583333333332,3.3024999999999998,32.173333333333325,64
How am i a clown,1443.421052631579,53.29315789473684,22.743684210526315,19.894736842105267,18.79315789473684,571.5626315789475,2.66,30.146315789473675,48,-1678.3333333333333,52.86466666666667,24.031333333333336,20.28066666666666,20.747333333333334,499.62666666666667,2.465333333333333,27.32333333333333,48
Creatyre,3266.1470588235293,47.42500000000001,16.265,22.659999999999997,21.347352941176467,646.7126470588236,1.7464705882352942,28.23588235294118,121,-819.46875,48.5965625,19.8125,21.4803125,19.642812499999998,513.430625,1.4478125,30.9171875,107
Ðadd,3846.0555555555557,53.61277777777778,22.342499999999994,24.30194444444444,27.976944444444445,852.5849999999999,6.496388888888889,28.195833333333336,523,-1731.128205128205,45.362051282051276,16.267435897435895,22.257948717948718,21.899487179487178,552.9433333333335,5.82871794871795,28.104871794871794,523
Spoktoto,3648.409090909091,58.60954545454546,21.927727272727275,24.980909090909087,31.00818181818182,1008.0668181818182,6.40409090909091,26.76090909090909,498,-1419.0,52.42066666666666,21.249333333333333,23.533333333333335,26.52666666666666,693.0426666666666,5.700666666666666,28.34133333333334,145
dankenhealer500,1770.5,50.3025,26.385833333333334,21.67833333333333,27.858333333333334,926.3558333333334,6.033333333333334,30.326666666666668,8,-1427.0,51.94272727272728,23.179090909090913,22.508181818181818,32.449999999999996,718.8781818181817,5.799999999999999,26.50272727272727,8
RevDead,1232.0,45.400666666666666,19.177999999999997,21.166666666666668,25.851333333333333,762.4226666666666,5.809333333333333,31.398000000000003,8,-1049.357142857143,43.28214285714285,19.11428571428571,21.01714285714286,27.048571428571424,688.0321428571431,5.873571428571429,27.752857142857142,8
Pew Pew Panda ,2691.2,49.346000000000004,16.118000000000002,23.032,23.71,725.426,4.779999999999999,28.948,38,-2050.6666666666665,43.11833333333334,14.97166666666667,21.495,18.02,348.935,5.323333333333333,28.168333333333333,67
Blorby,2548.9333333333334,56.174333333333344,25.16666666666667,23.87833333333333,30.915000000000003,1046.541666666667,5.248333333333332,30.03433333333333,55,-1191.3939393939395,52.68848484848484,25.597272727272724,23.207272727272724,26.957272727272727,702.3506060606061,5.310909090909091,28.161515151515154,55
kyziuu,2947.8,53.60733333333333,10.956666666666665,22.983999999999995,24.774000000000004,754.0106666666667,5.2299999999999995,29.784666666666666,4,-3574.9375,42.110625,17.83875,20.9825,20.441875000000003,490.69375,4.66,28.905,4
Kon Hun Lee,1533.3142857142857,46.562,20.29828571428571,18.86657142857143,17.176571428571428,519.8822857142858,3.5822857142857147,29.57657142857143,134,-1652.2894736842106,45.67605263157895,21.2928947368421,19.341842105263165,19.001052631578947,474.36131578947357,3.3376315789473687,29.163684210526316,134
Fightclubz,1937.8125,64.8746875,15.114687499999999,15.975000000000001,14.061874999999999,411.5015625,0.8012499999999999,27.895625000000003,40,-710.6206896551724,64.2796551724138,14.39241379310345,15.919655172413794,16.55793103448276,421.21344827586205,0.8113793103448275,32.95103448275862,40
gurtsquad,1093.8076923076924,57.41307692307692,17.92076923076923,16.926153846153845,14.683076923076923,469.86230769230764,2.488461538461538,31.56346153846153,16,-778.3333333333334,52.196000000000005,17.462666666666667,19.472666666666665,22.886000000000003,608.3946666666667,3.124,29.988666666666667,161
SkAvEn,1936.3870967741937,53.71064516129034,20.695483870967745,21.691612903225806,24.38935483870968,760.0087096774193,5.0451612903225795,30.421612903225807,202,-1853.8636363636363,46.695,19.232727272727274,21.659545454545455,22.76045454545455,576.4277272727272,5.389545454545455,28.534090909090914,202
Chief Cheeba,1465.857142857143,46.125,22.19357142857143,20.34857142857143,23.49214285714286,687.85,4.665714285714286,29.896428571428576,9,-2107.777777777778,50.93055555555555,20.278888888888886,19.736666666666665,21.035,536.5094444444444,3.619444444444444,29.498333333333335,4
Jollibees,725.8235294117648,46.1935294117647,23.284705882352938,20.698823529411765,21.380000000000003,706.2964705882354,4.711176470588235,30.118823529411763,8,-1579.4285714285713,55.96142857142856,23.139999999999993,22.041428571428572,25.177142857142858,711.0828571428572,5.087142857142857,30.207142857142856,9
Nathy,3324.0,53.27390243902439,18.92219512195122,23.113170731707317,26.28048780487805,804.6482926829269,5.028048780487806,28.00609756097561,18,-1313.96,52.0904,19.0144,20.307199999999998,19.4172,540.0616,3.7916,31.9544,3
d13C,580.0357142857143,38.11035714285714,22.442857142857143,20.47321428571428,19.599999999999998,581.9978571428571,5.6925,31.939642857142854,92,-2394.4545454545455,40.89909090909091,22.023333333333333,19.7269696969697,20.26030303030303,533.7166666666667,5.0248484848484845,30.306969696969702,92
sskye,1502.0666666666666,60.406666666666666,25.39066666666667,15.400666666666666,11.494666666666667,320.196,1.1126666666666667,27.716,89,-1970.1666666666667,55.072916666666664,21.811666666666667,15.334166666666667,13.41375,338.04083333333335,1.1858333333333333,28.979583333333334,44
Caldwell,2299.25,53.254375,25.245625000000004,22.901875000000004,30.3496875,988.7765625,5.326874999999999,31.1053125,55,-974.2666666666667,54.20399999999999,21.81866666666666,22.969666666666672,28.198666666666668,719.2239999999999,5.494666666666666,29.93633333333333,69
