,GamesPlayed,WinRate,WinGoldDiff,WinKP,WinDP,WinGoldShare,WinDmgShare,WinDmgRate,WinCSRate,WinTime,WinningestRole,WinningestChampion,LoseGoldDiff,LoseKP,LoseDP,LoseGoldShare,LoseDmgShare,LoseDmgRate,LoseCSRate,LoseTime,LosingestRole,LosingestChampion
crigga330,80,48.75,71.58974358974359,49.63512820512821,21.520769230769233,18.54897435897436,19.946410256410257,608.9053846153847,3.243589743589743,30.757692307692306,SOLOMID,Sylas,-1826.2926829268292,51.63487804878049,21.17292682926829,19.005609756097563,22.082439024390247,616.3960975609756,3.0085365853658534,33.05878048780488,SOLOMID,Sylas
Astral Chaos,15,53.33,4168.625,52.10625,13.50625,22.82625,23.38375,664.005,3.0825,27.6275,NONEJUNGLE,Hecarim,-2108.1428571428573,44.76,13.104285714285718,17.232857142857146,16.51571428571429,392.22857142857146,2.5714285714285716,31.071428571428573,DUO_SUPPORTBOTTOM,Nami
Stolzee,77,45.45,2124.5142857142855,37.74114285714286,20.402857142857144,20.994000000000003,20.649428571428572,602.5751428571429,6.082285714285714,28.936857142857143,SOLOTOP,Irelia,-1485.3333333333333,35.52642857142857,18.000000000000004,21.002142857142854,20.03071428571429,471.275238095238,5.11547619047619,30.31452380952381,SOLOTOP,Irelia
TheEpicRelic,68,50.0,3569.529411764706,49.65705882352942,23.114411764705878,23.27441176470589,24.36,755.520588235294,4.513235294117646,30.430294117647055,SOLOMID,Talon,-515.6176470588235,42.35823529411765,19.71558823529412,21.688823529411764,24.996176470588235,676.019705882353,4.652058823529412,29.393823529411765,SOLOTOP,Zed
77owen,81,45.68,691.5945945945946,41.04243243243243,19.496486486486486,18.54108108108108,17.341081081081082,520.1491891891893,4.227837837837838,31.697297297297297,SOLOMID,Vladimir,-2228.931818181818,39.08795454545455,21.245227272727274,17.829545454545453,19.05181818181818,522.5865909090909,3.483181818181819,32.6525,SOLOMID,Vladimir
Rugbyjr,78,56.41,940.8863636363636,46.22272727272728,25.717272727272725,15.929545454545456,11.587954545454544,365.9911363636363,1.7156818181818183,30.863636363636363,DUO_SUPPORTBOTTOM,Nautilus,-1236.4705882352941,50.981764705882355,23.014705882352942,16.602647058823532,13.752352941176472,337.0876470588235,1.8908823529411762,28.65705882352941,DUO_SUPPORTBOTTOM,Nautilus
Fizz the Axolotl,69,52.17,2900.6666666666665,53.5313888888889,15.36611111111111,21.116944444444442,23.911944444444444,759.7969444444445,4.0216666666666665,30.133888888888887,SOLOMID,Leblanc,-687.0909090909091,49.43848484848485,19.463030303030305,20.326969696969694,19.994545454545452,534.3957575757576,3.5106060606060603,31.109393939393943,DUO_SUPPORTBOTTOM,Thresh
2pototoes,73,47.95,1222.7428571428572,49.64571428571429,19.644,18.95828571428571,22.003142857142855,718.7911428571429,3.258857142857143,30.501142857142863,SOLOMID,Leblanc,-2317.4210526315787,48.86131578947369,20.751052631578943,19.34894736842105,22.894473684210524,608.1613157894737,3.563947368421053,30.27552631578948,SOLOMID,Leblanc
BananaBowl69,82,48.78,1894.725,39.8245,16.3805,20.87275,15.889,473.90150000000006,3.53425,29.238750000000003,NONEJUNGLE,MonkeyKing,-1992.0714285714287,49.13761904761904,20.090238095238092,22.06833333333333,18.623571428571427,442.2740476190477,3.024523809523809,29.80309523809524,NONEJUNGLE,Jhin
I PyrozZ I,75,42.67,607.8125,47.215937499999995,23.6790625,17.894687500000003,12.7965625,412.43593749999997,1.80375,31.87,NONEJUNGLE,Amumu,-3296.8837209302324,42.65744186046511,22.613023255813953,16.851395348837208,13.436046511627904,314.35744186046514,1.7086046511627904,30.218604651162792,NONEJUNGLE,Amumu
Uchıha Madara,78,53.85,1029.452380952381,55.793571428571425,14.918095238095239,14.61595238095238,10.371904761904762,291.87095238095236,0.49452380952380953,29.00047619047619,DUO_SUPPORTBOTTOM,Nami,-2289.222222222222,48.74722222222223,18.051111111111112,14.114722222222222,9.947499999999998,249.25583333333336,0.4774999999999999,29.961111111111116,DUO_SUPPORTBOTTOM,Nami
DatSpookyFox,71,47.89,638.7352941176471,45.88823529411765,22.07470588235294,19.149117647058823,16.503823529411765,527.5405882352943,0.6776470588235294,30.504705882352937,NONEJUNGLE,Jax,-2130.135135135135,47.75621621621621,22.190270270270265,20.438378378378378,18.675675675675674,499.49945945945933,0.9675675675675675,29.288108108108112,NONEJUNGLE,Jax
cottonpiece,41,51.22,807.047619047619,55.095238095238095,19.14190476190476,15.293809523809527,7.908095238095238,272.4685714285714,0.7571428571428571,29.578095238095244,DUO_SUPPORTBOTTOM,Nami,-2346.0,48.5945,21.589499999999997,15.488,12.0795,298.80100000000004,1.9525,28.421999999999997,DUO_SUPPORTBOTTOM,Ahri
NoaTheVillain,73,50.68,2168.054054054054,38.681081081081075,16.033513513513515,21.178648648648647,22.076216216216217,686.6399999999999,5.80054054054054,30.326486486486484,SOLOTOP,Teemo,-218.86111111111111,48.57972222222222,18.321388888888887,22.4925,22.877499999999998,646.5383333333334,4.8575,32.60944444444444,SOLOTOP,Nocturne
lxh0714,71,57.75,2080.829268292683,45.673658536585364,20.739268292682926,21.42463414634146,22.092195121951217,688.0231707317073,5.15170731707317,29.967560975609754,SOLOMID,Ahri,-1254.2666666666667,45.591,20.27433333333333,21.659,21.46266666666667,574.0073333333333,4.957666666666666,29.196000000000005,DUO_CARRYBOTTOM,Ahri
Ockraam,75,46.67,545.0,41.15828571428571,19.745714285714282,19.54342857142857,18.410857142857143,575.7979999999999,4.864285714285715,30.590571428571423,SOLOTOP,Darius,-2358.275,38.482,18.88125,19.24475,17.028250000000003,496.1635,4.497,35.09400000000001,SOLOTOP,Darius
stercore,24,58.33,467.92857142857144,43.96714285714286,23.785,21.207857142857144,23.318571428571428,784.4314285714287,4.8914285714285715,31.343571428571433,DUO_CARRYBOTTOM,Caitlyn,-2565.7,48.501,23.002,21.484,24.77,625.798,5.045,29.808000000000003,DUO_CARRYBOTTOM,Kaisa
jigged,76,48.68,1836.7297297297298,51.39054054054055,15.169459459459459,20.93891891891892,16.996756756756756,485.0651351351352,3.1710810810810806,29.295675675675678,NONEJUNGLE,Nunu,-1666.7179487179487,48.36153846153845,19.5074358974359,20.872307692307693,20.355128205128207,531.6489743589744,3.8561538461538474,32.23461538461538,SOLOTOP,Urgot
ViveYves,83,53.01,1934.2727272727273,45.82136363636364,18.38659090909091,21.896363636363635,21.952045454545452,636.4709090909091,5.4425,28.788636363636364,DUO_CARRYBOTTOM,Caitlyn,-1345.179487179487,47.15358974358974,19.402051282051282,21.734615384615385,20.294615384615383,509.78538461538466,5.065897435897436,29.225641025641018,DUO_CARRYBOTTOM,Tristana
DopeBrah,57,49.12,2030.392857142857,51.34142857142856,21.23678571428571,18.866071428571427,17.98821428571428,516.7557142857142,3.223214285714286,29.392142857142854,DUO_SUPPORTBOTTOM,Lucian,-801.7586206896551,56.87965517241379,20.28827586206897,19.932758620689654,20.17068965517241,560.3537931034483,3.112068965517241,30.82172413793103,DUO_SUPPORTBOTTOM,Thresh
Primordiales,74,48.65,884.9444444444445,42.02916666666667,22.725,20.06,19.944166666666668,599.0652777777777,5.265555555555554,30.467777777777783,SOLOTOP,Jax,-2199.9473684210525,37.56184210526315,21.814473684210526,20.72578947368421,21.753157894736844,516.7018421052632,5.558684210526316,28.943421052631578,SOLOTOP,Renekton
Albarian,71,54.93,2785.102564102564,49.45025641025641,19.868205128205126,21.894871794871793,22.80846153846154,703.8253846153848,5.290512820512822,29.563333333333333,DUO_CARRYBOTTOM,MissFortune,-1367.46875,49.573125000000005,21.5459375,21.380312500000002,22.2421875,549.4934375,4.95875,30.07,DUO_CARRYBOTTOM,MissFortune
Draskonious,84,57.14,1210.5208333333333,55.481875,16.061875,15.082291666666668,8.961666666666666,258.22520833333334,0.5627083333333333,28.967916666666667,DUO_SUPPORTBOTTOM,Soraka,-1734.9166666666667,55.47083333333333,17.162222222222223,15.041666666666666,10.842777777777776,259.3558333333333,0.5988888888888888,30.70472222222222,DUO_SUPPORTBOTTOM,Soraka
EsrohnoriALT,78,48.72,1740.3157894736842,52.38236842105263,15.946842105263155,21.24868421052631,25.16815789473684,710.9,5.449473684210526,30.178421052631577,SOLOMID,Yasuo,-2183.65,44.413,18.9135,20.2485,19.977750000000004,531.0174999999999,4.9399999999999995,32.04475,SOLOMID,Ekko
Dallasx,78,43.59,1036.9705882352941,49.34823529411764,20.40441176470588,20.90558823529412,24.839117647058824,753.3223529411764,4.7879411764705875,29.808235294117647,SOLOMID,Malzahar,-1579.4772727272727,46.86636363636364,20.293863636363636,21.24568181818182,24.11636363636364,632.5672727272728,4.471818181818182,29.544090909090905,SOLOMID,Malzahar
Bayronlee,66,59.09,3365.4102564102564,53.629999999999995,19.208974358974356,22.625384615384615,22.08589743589744,697.781282051282,1.8569230769230767,29.849487179487177,NONEJUNGLE,Jax,-1186.962962962963,55.13333333333333,22.636296296296294,21.727777777777778,21.932962962962964,616.8177777777777,2.2433333333333336,32.61333333333334,NONEJUNGLE,RekSai
TuTu is Baby,73,43.84,1896.875,47.63375,23.346562499999997,20.453125,23.0228125,729.0115625,4.9365625,28.7734375,SOLOMID,Annie,-1907.0731707317073,48.53536585365853,21.53780487804878,20.62292682926829,22.959268292682925,560.9590243902439,4.6468292682926835,29.354634146341464,SOLOMID,Annie
xxxAFxxx,72,56.94,1510.9024390243903,43.47487804878048,20.429268292682924,20.95951219512195,18.447073170731706,537.309268292683,3.4463414634146337,29.97829268292683,NONEJUNGLE,Garen,-1883.6451612903227,37.338709677419345,18.68096774193548,20.465806451612902,17.53806451612903,433.54419354838706,3.462903225806452,31.52290322580645,SOLOTOP,Garen
öom,84,40.48,2051.8529411764707,38.56029411764706,15.355882352941174,16.056176470588237,16.74794117647059,462.4485294117647,1.565588235294118,29.546764705882353,DUO_SUPPORTBOTTOM,Zyra,-312.96,42.614799999999995,13.863199999999999,17.1832,21.444000000000006,558.0243999999999,2.0596,32.3444,DUO_SUPPORTBOTTOM,Zyra
h20bob,82,45.12,1230.4864864864865,46.65567567567568,19.319729729729726,18.10918918918919,15.965945945945947,488.4494594594595,2.620540540540541,29.73135135135135,DUO_SUPPORTBOTTOM,Anivia,-2000.111111111111,44.38133333333334,18.158888888888892,19.17977777777778,17.721111111111114,482.8277777777778,2.757111111111111,30.643555555555547,DUO_SUPPORTBOTTOM,Anivia
BubTheNub,76,56.58,795.9767441860465,52.58976744186046,25.805581395348838,19.73744186046512,23.392093023255814,709.2211627906977,4.35,30.429069767441863,SOLOMID,Diana,-2103.3636363636365,51.581818181818186,22.182727272727274,19.350303030303028,21.98,589.4975757575758,3.7387878787878788,30.914848484848484,SOLOMID,Diana
Annoyîng,80,50.0,2486.025,45.03125,14.080250000000001,20.33925,16.031,510.34025,3.166,31.313499999999998,DUO_SUPPORTBOTTOM,Jax,-894.325,44.4274358974359,14.008750000000001,21.1385,20.046750000000003,495.721,4.14025,29.92875,DUO_SUPPORTBOTTOM,Jax
